,twitter_id,sex,partito
950,@Bennysweet72,F,1
951,@sixsilvi,F,1
952,@ClaudioBurla,M,1
953,@Marco_Angelo69,M,1
954,@Lupazzo1978,M,1
955,@marcoca50318572,M,1
956,@stfrance60,M,1
957,@ElioFeliciani,M,1
958,@MenegazziMarina,F,1
959,@CavagliereN,M,1
960,@Salvato25797573,M,1
961,@ErasmoGaeta,M,1
962,@BrusadelliP,M,1
963,@SimoneMangano8,M,1
964,@abonardo,M,-1
965,@1Conci,U,1
966,@Vincenz89103833,M,1
967,@gemelli58,M,1
968,@righetto,M,1
969,@vitomastropasq2,M,1
970,@apombra,F,1
971,@Marina48118673,F,1
972,@Waffenkappa1,M,1
973,@DrSilvio1,M,1
974,@deg_giuseppe,M,1
975,@cinzia_palmacci,F,1
976,@Carlo32232168,M,1
977,@DavideS39838905,M,1
978,@Carlo_Birraio,M,1
979,@FerruccioSmani1,M,1
980,@Salvato00506710,M,1
981,@stefani19731019,F,1
982,@acocukora,U,1
983,@jusy777,F,1
984,@Peppino_Lauria,M,1
985,@terrier1968bull,U,1
986,@il_federa,M,1
987,@giordanomusica,M,1
988,@Laura17415682,F,1
989,@giovannitavill,M,1
990,@lucadaddabbo,M,1
991,@Marzia_M,F,1
992,@rossella_falai,F,1
993,@MarinellaPagani,F,1
994,@LLuke68,M,1
995,@Susy484,F,1
996,@Al_Villanova,M,1
997,Massimogazza,M,1
998,SCerquaglia,M,1
999,BMonetta,M,1
1000,11SIMO,-,1
1001,vigevano56,M,1
1002,DanieleApicell3,-,1
1003,AlfredoScamponi,M,1
1004,LegendeZurbaine,M,1
1005,bersagliera72,-,1
1006,giangrasso_,-,1
1007,giudo1974,M,1
1008,yanoshtp,M,1
1009,IGuastafeste,-,1
1010,ChiaraNews,F,1
1011,DucaLucia,F,1
1012,Marktuc1,M,1
1013,lipari_gino,M,1
1014,100_lyon,-,1
1015,Rossi473487241,-,1
1016,ANTONELLAEVANGE,F,-1
1017,antoninopalomb,M,1
1018,EttorePoliti1,M,1
1019,Lu_can0,M,1
1020,nardone_matteo,M,1
1021,tamanteterzo,M,1
1022,fabioviola9,M,1
1023,marangone65,M,1
1024,Emanuel48773468,M,1
1025,MAX18673,M,1
1026,thomaspsyy,M,1
1027,happyFeetRosy,-,1
1028,giampmic,M,1
1029,SilvioCamastro,M,1
1030,vanbasko85,M,1
1031,mariniscocco,M,-1
1032,ellygio81,F,1
1033,ernestosaggese,M,1
1034,Stefano36841374,M,1
1035,BaldoniPa,F,-1
1036,AndresIta78,M,1
1037,EzioMastrangel5,M,1
1038,SalamoneMarco,M,1
1039,ab_imis,-,1
1040,DomenicoMarco,M,1
1041,ylatIemoR,-,1
1042,giorgio_cabibbo,M,1
1043,WalterTonello,M,1
1044,PeppeSimonett,M,1
1045,BiNNu85,M,1
1046,FBurigo,M,1
1047,Alex70Fa,M,1
1048,ProduzDroghetto,-,1
1049,ippazio6410,M,1
1050,Rosario86383813,M,1
1051,robertosabatin4,M,1
1052,alvino_marco,M,1
1053,AlessandraBenzi,F,1
1054,GIUSI48480373,F,1
1055,yuristeborghi,M,1
1056,angelaalbini1,F,1
1057,micomedical,M,1
1058,VittorioMarcu,M,1
1059,bsmg2019,-,1
1060,antonionatale31,M,1
1061,Ninni66163167,-,1
1062,CesaroMichele,M,1
1063,NormanCantini,M,1
1064,maxdettomax,M,1
1065,fergastolo,M,1
1066,bonanno_katia,F,1
1067,antoniodifazi12,M,1
1068,mariottoandrea,M,1
1069,vincitossico1,-,1
1070,mazzamauro73,M,1
1071,fiorenzacastigl,F,1
1072,max_cpt,-,1
1073,enzovff,M,1
1074,poseidone76,M,1
1075,giusto_renato,M,1
1076,Florence_Sell,-,1
1077,AntoFerri77,F,1
1078,pepimizio,M,1
1079,CarloPatrignano,M,1
1080,Taraparso,-,1
1081,giovannivallora,M,1
1082,SergioVenditti,M,1
1083,kelibravo,M,1
1084,ArturoCiccarel1,M,1
1085,FilippoRossi89,M,1
1086,DrDibartolomeo,M,1
1087,marshpr,M,1
1088,Giocampo4,-,1
1089,martapedrinelli,F,1
1090,annacapra84,F,1
1091,digecla,,1
1092,NicoloGiraldi,M,1
1093,flamini_angelo,M,1
1094,teos1965,M,1
1095,fabiolam72,F,1
1096,kristyle2007,M,1
1097,MarettaPala,F,1
1098,IeneSicule,-,1
1099,inconis,-,1
1100,OlgaCaliendi,F,1
1101,CamillaMarini94,F,1
1102,rsantorsola,M,1
1103,MissDaniChanel,F,1
1104,IatarolaIbai,-,1
1105,Avatar00amazons,-,1
1106,cate11563,F,1
1107,monaldol,-,1
1108,capdkez,M,1
1109,MauroTessarin,M,1
1110,komba_vany,F,1
1111,enzoviscuso,M,1
1112,uni_doc,,1
1113,RendinaMike,M,1
1114,Crisafleandro,M,1
1115,stefaniasterpet,F,1
1116,fasanofranco,M,1
1117,EmanueleDurin,M,1
1118,EzTonio,M,1
1119,NeuroVirtu,M,1
1120,Celesti54884622,F,1
1121,darkshad0w,-,1
1122,steellady1752,F,1
1123,Puce701,F,1
1124,magnagiova,F,1
1125,nickkr1969,-,1
1126,conapo_toscana,-,1
1127,Roby43311022,F?,1
1128,Gianfra12854586,M,1
1129,PAT20174,-,1
1130,Carmen22877177,F,1
1131,cloedesantis,F,1
1132,rossella_falai,F,1
1133,drpmgiorgi,M,1
1134,Bruno38419194,M,1
1135,pedrettiagostin,M,1
1136,TatulliAnna,F,1
1137,orphea65,F,1
1138,LicciLogistica,-,1
1139,saravacanze,-,1
1140,domenicofino1,M,1
1141,Frances09861182,M,1
1142,Aaronn31,M,1
1143,GiancarloDeRisi,M,1
1144,giovannibottine,M,1
1145,perrone_san,M,1
1146,lecceto,-,1
1147,lucia_capellaro,F,1
1148,ALVY19701,M,1
1149,DiacronicoMurra,-,1
1150,RGasponi,F,1
1151,GaiaGre85,F,-1
1152,Annareporter,F,1
1153,Gigi412Po,M,1
1154,marchino_17,M,1
1155,magicaGrmente22,F,1
1156,BluPonza,-,1
1157,Pignolik,F,1
1158,sciaclui,M,1
1159,GianPaoloAosta,M,1
1160,cacco72,M,1
1161,Vortumno,M,1
1162,patriziaBobbio,F,1
1163,alessandracatit,F,1
1164,brunoneri73,M,1
1165,giuseppebaldari,F,1
1166,angebia_,F,1
1167,MarchinMarchet,-,1
1168,Marcant30323998,M,1
1169,AriannaBertucc1,F,1
1170,fabietto2006,M,1
1171,NonnoPj,-,1
1172,LucaMucci3,M,1
1173,Cioninipaolo,M,1
1174,BraccobaldoRico,M,1
1175,bellux27,M,1
1176,metal71a,M,1
1177,RuslanaOpika,?,1
1178,LinoNardo,M,1
1179,federicomaj1,M,1
1180,rosamarialena,F,1
1181,peppegius,M,1
1182,lallagegina,F,1
1183,TwittGiorgio,M,1
1184,docflipperino1,M,1
1185,GIOVANN34158073,M,1
1186,samaris62_salvo,M,1
1187,docst,F,1
1188,nicolettaborett,F,1
1189,giovannino211,M,1
1190,RondinaStefania,F,1
1191,giuseppemilie,M,1
1192,enniobernasconi,M,1
1193,kolemicos,M,1
1194,EugeniaSoardi,F,1
1195,MariaPier2,F,1
1196,ninostudio5,-,1
1197,MelogranoAssist,-,1
1198,Lucadardo63,M,1
1199,elenaperoni,F,1
1200,GiufreMaurizio,M,1
1201,GCicchitti,M,1
1202,lmt1201,M,1
1203,ilfra87,M,1
1204,costimocanu11,M,1
1205,mauriziobuf,M,1
1206,silvana83570218,F,-1
1207,gdefelici,M,1
1208,francorol1,-,1
1209,AntonioGuasta,M,1
1210,titillone,M,1
1211,Alessandro6931,M,1
1212,simorocc,M,1
1213,Lecca_Matteo,M,1
1214,AntoOldMascio,M,1
1215,danyscardia,M,1
1216,ilpreve,M,1
1217,soleluna2921,-,1
1218,LuciaCappucci1,F,1
1219,mulazzaniantoni,F,1
1220,ETTORINAANDREA,-,1
1221,nicolettaf2012,F,1
1222,BrusadelliP,-,1
1223,febbraio57t,F,1
1224,josephselly,M,1
1225,Raffael14765309,M,1
1226,MeloVelardo,M,1
1227,63teresina,F,1
1228,Serewawa123,F,1
1229,Frances98290773,M,1
1230,MMDiTillo,M,1
1231,RosarioGreco84,M,1
1232,Maria72037029,F,1
1233,eramacci23,F,1
1234,FontanaFr,M,1
1235,annamar89755338,F,1
1236,Gioppino91,M,1
1237,DanieleBaldu,M,1
1238,admajora89,M,1
1239,67lauraf,-,1
1240,mikkkk73,M,1
1241,LINARICCI1,F,1
1242,Elisabe94838092,F,1
1243,Strada_e_Follia,-,1
1244,meoma78,F,1
1245,donatobonuzzi,M,1
1246,ciarlicom,F,1
1247,oooooiiiixz,M,1
1248,Giovann12817511,M,1
1249,Il_Romantique,M,1
1250,pompilielvira,F,-1
1251,gregoryazzuro,M,1
1252,sfcorti,M,1
1253,koeman78,M,1
1254,Faustin26144890,M,1
1255,domeversa,M,1
1256,alifiorini99,F,1
1257,FbCataldo,M,1
1258,Ale_Dempsey,M,1
1259,Ariel2575,F,1
1260,CINZIA65,F,1
1261,lauroaldo3,M,1
1262,RDrobertodona,M,1
1263,605e332b1f9f44c,M,1
1264,Bellisonus,M,1
1265,Ferdinando78,M,1
1266,PFwelding,M,1
1267,sandroantonini1,M,1
1268,JosephStarvaggi,M,1
1269,MaxGag51,M,1
1270,ADromedari,M,1
1271,beatric86362258,F,1
1272,mirkosantucci,M,1
1273,micelnera,F,1
1274,GranelliTiziana,F,1
1275,TuriSindoni,M,1
1276,LanzKeith,M,1
1277,Albialbi,M,1
1278,consulenzafiera,M,1
1279,FiDVicenza,M,1
1280,LINEAHbl,M,1
1281,cecchettoluigi,M,1
1282,MarcoVolpe89,M,1
1283,mondelle21,M,1
1284,ACapasso67,M,1
1285,Stefani89725024,F,1
1286,valterpianezzi,M,1
1287,alessio_peca,M,1
1288,michelenews1959,M,1
1289,FFornaroInt,M,1
1290,antronilla,F,1
1291,ScarponiAngelo,M,1
1292,GiovanniSmecca,M,1
1293,Ruskin13311923,M,1
1294,Sondra2504,F,1
1295,3497_8754,M,1
1296,PaoloDiop,M,1
1297,baroniroberto67,M,1
1298,Ciro2000Ciro,M,1
1299,briganteperamor,M,1
1300,f_citarella,M,1
1301,lucabechi70,M,1
1302,destefanisvitto,M,1
1303,deboragiannini2,F,1
1304,OtySeven,M,1
1305,UglCatania,M,1
1306,fpietroni,F,1
1307,phra_32,M,1
1308,emgidimeglio67,M,1
1309,ilcataro,M,1
1310,mario0549,F,1
1311,3netta1,M,1
1312,spilaceto,M,1
1313,giorgiomengato,M,1
1314,trapanintisi,M,1
1315,Massimo_Suella_,M,1
1316,simonacapuozzi,F,1
1317,pmeucci,M,1
1318,byluke69,M,1
1319,lomba972,M,1
1320,FedoraIsettaR,M,1
1321,realduke58,M,1
1322,veronicadegan,F,1
1323,EliCincotti,F,1
1324,Lucadav81,M,1
1325,ChristianManili,M,1
1326,gae_nava,M,1
1327,Giovann73007410,M,1
1328,marcecosimo,M,1
1329,benito_ackstek1,M,1
1330,Pino_Mls,M,1
1331,SOLANAS46,M,1
1332,fabiovinci84,M,1
1333,Lillolopipero,M,1
1334,CosimaP,F,1
1335,Ardit35073013,M,1
1336,catiadgd,M,1
1337,CarloSempreboni,M,1
1338,Seeee65520715,M,1
1339,Pasquale__Oliva,M,1
1340,Ago1964,M,1
1341,Pattyiiiyyy,F,1
1342,NoaroA,F,1
1343,nizzo99,M,1
1344,FabrizioLachi68,M,1
1345,sisman76,M,1
1346,giorgiobata,M,1
1347,MassimoGIANNOT2,M,1
1348,giupeppe73,M,1
1349,avmcommerce,-,1
1350,ACignatta,M,1
1351,marcotorricini,M,1
1352,lore_manno,M,1
1353,i_conti94,M,1
1354,Iu0Dva,M,1
1355,66Adina,F,1
1356,mazzanti_giu,F,1
1357,caffiov,M,1
1358,castelli_1977,M,1
1359,zoca72,M,1
1360,giuseppemolino2,M,1
1361,eva_deluca,F,1
1362,laura38150697,F,1
1363,antoniopascotto,M,1
1364,22berry22,M,1
1365,PiedimonteMarco,M,1
1366,MichelaBaglivo,M,1
1367,gattogigiola,M,1
1368,marylu800,F,1
1369,davide_bo,M,1
1370,cisseamadou09,F,1
1371,PasqualeDenise,F,1
1372,MicheleLaRosa6,M,1
1373,iaiapiante,F,1
1374,Massimo86550545,M,1
1375,dieguito82,M,1
1376,AngeloPioppo,M,1
1377,RubinoPino1,M,1
1378,dinosq,M,1
1379,nicolimichelegp,M,1
1380,bianchirenato,M,1
1381,Carlo48905497,M,1
1382,Sbirulinacbr600,F,1
1383,MicheLoi1,M,1
1384,francescabatta5,F,1
1385,rossella2172,F,1
1386,ElenaLeo13,F,1
1387,Michela5370,F,1
1388,marcic52,F,1
1389,davideomar,M,1
1390,iside50,F,1
1391,Marinotoma,M,1
1392,ilSicilia,M,1
1393,patrizio_rolle,F,1
1394,Chiara42799657,F,1
1395,Benny17714209,F,1
1396,MassimoNovati,M,1
1397,GiuliaDiScala,F,1
1398,AngaranoP,M,1
1399,GiuseppeRepossi,M,1
1400,DanieleMeloni80,M,1
1401,1stefanomonda,M,1
1402,angelam2008,F,1
1403,FabioVizzari,M,1
1404,AielloWilliam,M,1
1405,sara_netboy88,F,1
1406,MonicaGipsy,F,1
1407,FrancesBalducci,M,1
1408,MASSIMO04956772,M,1
1409,fru_fru_fru,M,1
1410,angelopaura,M,1
1411,Antone20530838,M,1
1412,NinoPedduzza,M,1
1413,fabrizio_larini,M,1
1414,MarkoF11,M,1
1415,firasmothadi,M,1
1416,TorelliFabio,M,-1
1417,leandro4one,M,1
1418,andreasartori19,M,1
1419,AgostinoSalza,M,1
1420,mannarino_luca,M,1
1421,tom__ton,M,1
1422,Alvaro101De,M,1
1423,AlanPeter3,M,1
1424,valter0456,M,1
1425,benedetti_guido,M,1
1426,robycatt1,M,1
1427,borgosperlonga,M,1
1428,EmilianoCorsi1,M,1
1429,MatteoRaso,M,1
1430,trueBrentLeo,M,1
1431,alfoliu,M,1
1432,OrfeoTeletabico,M,1
1433,Pietro557,M,1
1434,giovanna7918,F,1
1435,Giuseppus1972,M,1
1436,elisagrandin,F,1
1437,Ottavio_1,M,1
1438,PierozziDaniela,F,1
1439,ramoncensi,M,1
1440,RViretto,M,1
1441,gitopoli,M,1
1442,Enzo61726263,M,1
1443,FurgiuelePaolo,M,1
1444,morenomonti1939,M,1
1445,GiuseppeBignott,M,1
1446,rinamairo,F,1
1447,MicheleGaming,M,1
1448,BannoCarmelo,M,1
1449,thewatcherpost,-,1
1450,luciaalu1970,F,1
1451,mircogranocchia,M,1
1452,matija_12,M,1
1453,NoemiLazzaro,F,1
1454,Tommaso_Barleri,M,1
1455,vmsaltamartini,M,1
1456,ROCRABU,M,1
1457,alferoldi,M,1
1458,Partito_PVD,-,1
1459,giorgiolga,F,1
1460,Angelo98691924,M,1
1461,Eternauta64,M,1
1462,icalabret,M,1
1463,maddog75,M,1
1464,FAbbriata,M,1
1465,LolaicoDonato,M,1
1466,VellaniCristina,F,1
1467,masella_marco,M,1
1468,pippoewarci,M,1
1469,istitutopareto,-,1
1470,pigibia,M,1
1471,pipper805,M,1
1472,secolotrentino,-,1
1473,tofanifabrizio,M,1
1474,arcesazcapitale,M,1
1475,rikosta74,M,1
1476,THATISAMORE,F,1
1477,cri19631,M,1
1478,AnnaCerquetti,F,1
1479,tony_tonyyyyyy,M,1
1480,RosaGuida4,M,1
1481,cnzitaly,F,1
1482,fedecip1,M,1
1483,fiubby,M,1
1484,Omarcecchelani,M,1
1485,Gherry94,M,1
1486,elba_uribe,M,1
1487,Lfc8Morelli,M,1
1488,SerbanNelly,F,1
1489,enzoita,M,1
1490,Juliadriel,F,1
1491,ntonello_www,M,1
1492,Giovann01155252,M,1
1493,andrealosasso,M,1
1494,AleScrittore,M,1
1495,Nico60766570,M,1
1496,paolobruno1523,M,-1
1497,ughina92,F,1
1498,JagoMiani,M,1
1499,NinoPalmisano3,M,1
1500,luigimaniro,M,1
1501,65Giova,M,1
1502,MEDIALEAKS_IT,M,1
1503,actarus4175,M,1
1504,mirco2009,M,1
1505,ginoliba1,M,-1
1506,cabba33,M,1
1507,Eocoach,M,1
1508,CristofoRE22,-,1
1509,Regina_Barni,F,1
1510,GiovanniLorenz2,M,1
1511,giominieri,M,1
1512,NolaGianni,M,1
1513,salvatorelaros5,M,1
1514,NaldiRebecca,F,1
1515,MauroGri64,M,1
1516,MariaSourvinou,F,1
1517,carlo5010,M,1
1518,Salvato07121946,M,1
1519,linopaglione,M,1
1520,0e48b952e3154d3,F,1
1521,NinaKh7777,F,1
1522,DivellaGio,M,1
1523,luigiaureli,M,-1
1524,curzio59,M,-1
1525,BugliLorenzo,M,-1
1526,Alex86Games,M,1
1527,1Zolesi,M,-1
1528,giopar14,M,-1
1529,NancyYuna04,F,1
1530,Paolo27926844,M,1
1531,sguglielm0,M,1
1532,Franeck5Trentin,M,1
1533,desole_a,M,1
1534,Andrea84410820,M,1
1535,crazyvolley,-,1
1536,LuigiLazzaro82,M,1
1537,ClaudioMonta64,M,1
1538,LiguriaNotizie,-,1
1539,Eleonor40626084,F,1
1540,SpellittiNicola,M,1
1541,QGiaretta,M,1
1542,Art21L,-,1
1543,fabri_61,M,1
1544,ChiwanaPaolo,M,1
1545,LiciaAmario,M,1
1546,FabrizioTonon1,M,1
1547,thetopover60,M,1
1548,adrianopulit,M,1
1549,Giu_Lauricella,M,-1
1550,sandracarinci20,F,1
1551,alfrsalamone,M,1
1552,carusof77,M,-1
1553,enza_gurrera,F,1
1554,ASRomaStrong,M,1
1555,allo757,M,1
1556,Peppino_Lauria,M,1
1557,Frate_Sole,M,1
1558,DavidePietro94,M,1
1559,AntoniBianchi,M,1
1560,EUROTALENTI,-,1
1561,DottVicidomini,F,-1
1562,NikiRubble,-,1
1563,sabomic,M,1
1564,giuseppeossola1,M,1
1565,cosimoandry,F,1
1566,franklamanna77,M,1
1567,elviraluraghi,F,1
1568,TarabusoVincenz,M,1
1569,DjCalletti1,M,1
1570,elenapiras1,F,1
1571,Frances35386571,M,1
1572,Zulianello_M,M,1
1573,RobertoGazzaneo,M,1
1574,maccariantonio,M,1
1575,SimoneLittlesun,M,1
1576,castaldo_biagio,M,1
1577,giorgione99,M,1
1578,MarcoPahl,M,1
1579,gixy7,M,1
1580,marianospigarel,M,1
1581,Ierac,M,1
1582,AttilioPier,M,1
1583,orchideatribale,F,1
1584,amadiodin,M,1
1585,taty_sidney,F,1
1586,golamazam1,M,1
1587,bonadonnaplg,M,1
1588,polipo51,M,1
1589,AldoUva,M,1
1590,GiuseppeIsnardi,M,1
1591,VeronicaCocco2,F,1
1592,MassimiCorrias,M,1
1593,LivornoPress,F,1
1594,mikigiobontempo,M,1
1595,LcConti,M,1
1596,Francilogalbo76,M,1
1597,RobertoOrlandoF,M,1
1598,Alessandro_Po,M,1
1599,LibertoGiacomo,M,1
1600,darioanut1,M,1
1601,bertolino_giada,F,1
1602,DaniloTallarico,M,1
1603,StatoItaliano,M,1
1604,fedeorica,F,1
1605,pascal1563,M,1
1606,annemarien54,F,1
1607,VanessaCaos,F,-1
1608,sergio_polimeni,M,1
1609,FulvioColombo3,M,1
1610,elioborrelli,M,1
1611,delmoscar,M,1
1612,lucapoletti,M,1
1613,francescoadduce,M,1
1614,AntonioNicolaPe,M,1
1615,MimmoFiori55,M,1
1616,sebatassan,M,1
1617,JulianMagiCarax,M,1
1618,malabuia6,M,1
1619,GiuseppeTeodor2,M,1
1620,rudemedur,M,1
1621,naturymente,M,1
1622,olmeofrancesco,M,1
1623,cinziamaffi1975,F,1
1624,LPrestagiovanni,M,1
1625,Annamar76256107,F,1
1626,gidomen,M,1
1627,pietrantoniof,M,1
1628,1972Ciuchino,M,1
1629,GianluPower,M,1
1630,mauro_cequi,M,1
1631,puntocasa2,M,1
1632,Tulio66642689,M,1
1633,AndreaCicerchia,M,1
1634,iordyfox,M,1
1635,FiorettaMassimo,M,1
1636,AmeliaAttolino,F,1
1637,TartanMio,-,1
1638,GiTiMatrix,M,1
1639,MariaPaolaFiore,F,1
1640,bepperotondo,M,1
1641,LamannaNi,M,1
1642,santeferrulli,M,1
1643,FVanon,M,1
1644,Vinc_Falabella,M,1
1645,ego0361,M,1
1646,angelotorre6,M,1
1647,axl76,M,1
1648,MaggialiSandro,M,1
1649,CorrenteChiara,F,1
1650,cittella,F,1
1651,monfrecolacarlo,M,1
1652,cdragos77,M,1
1653,Roberta29517253,F,1
1654,concitamili70,F,1
1655,dome_pietro,M,1
1656,casoni_pierluca,M,1
1657,ferraridiego77,M,1
1658,OnRobertoRosso,M,1
1659,offbeat_man,M,1
1660,PierreLBee,M,1
1661,pgmk1010,M,1
1662,chiericomic,M,1
1663,AlessioMaffei,M,1
1664,cecia1958,F,1
1665,matteo_rossino,M,1
1666,rastelli_mauro,M,1
1667,la_fra_s,F,1
1668,nadiapergolesi,F,1
1669,MarcoRufolo,M,1
1670,Fabius1971,M,1
1671,carpi1973,M,1
1672,pele6344,M,1
1673,virograph,M,1
1674,albertominelli,M,1
1675,RomerioMaria,M,1
1676,srpvan,M,1
1677,AZequila,M,1
1678,DonJerez,M,1
1679,dimauto79,M,1
1680,Fabry_cb,M,1
1681,spadoni_roberta,F,1
1682,Alessandroport7,M,1
1683,GioSal65,M,1
1684,LegaFermo,-,1
1685,eccomiquasonoio,F,1
1686,lele40482030,M,1
1687,CDB22230600,M,1
1688,GiuliaRe_,F,1
1689,vittoriospadan1,M,1
1690,vcossu,M,1
1691,AshrafRamelah,M,1
1692,sandaletti,M,1
1693,AlbertoAlbe68,M,1
1694,FrancoMParodi,M,1
1695,CarloRienzi,M,1
1696,sebastianiandr2,M,1
1697,SandroTDj,M,1
1698,RoyRoygio,M,1
1699,gabbianopino,M,1
1700,Silvana53921480,F,1
1701,marconluciano1,M,1
1702,kyolegendd,M,1
1703,bloodrok,M,1
1704,TeddyFranzin,M,1
1705,guido9758,M,1
1706,ziopeval,M,1
1707,AndreaAndre87,M,1
1708,Truther81174,M,1
1709,robertofalanga3,M,1
1710,concylardi,-,1
1711,elbiondino,M,1
1712,Ginka20051964,M,1
1713,RitaAnna1,M,1
1714,marcg_marco,M,1
1715,alessiotuccini,M,1
1716,supernovasimona,M,1
1717,pablogarcia67,M,1
1718,francesco130861,M,1
1719,ghinoditacco12,M,1
1720,urlodalsilenzio,-,1
1721,luigi_macchia,M,1
1722,angelosomma69,M,1
1723,CandelaMario1,M,1
1724,MariaMauceri,F,1
1725,GiampIMPERANTE,M,1
1726,Charl1953Carlo,M,1
1727,occhiverdi540,F,1
1728,avedovati,M,1
1729,StellarioLagana,M,1
1730,Simona04516359,F,1
1731,Fabione974,M,1
1732,Massimi71028297,M,1
1733,robertocasile,M,1
1734,massicottino,M,1
1735,Illumilab,M,1
1736,AnnADAnnA13,F,1
1737,daniela253555,F,1
1738,ManuVerardi,F,1
1739,mattmodu,M,1
1740,vincit66,M,1
1741,porsiale,M,1
1742,StefanoBisogni,M,1
1743,Moreno198911,M,1
1744,Mattew555,M,1
1745,Valyda71,-,1
1746,melzanifederico,M,1
1747,MicheleFigari,M,1
1748,roycontact01,-,1
1749,andrea_scavo,M,1
1750,rita_biglia,F,1
1751,SindacatoAGL,-,-1
1752,ANNESECOSIMO,M,1
1753,riflessi_diluce,F,1
1754,Avignone15,M,1
1755,Nicola27321449,M,1
1756,mario63481013,M,1
1757,massimosala70,M,1
1758,AneAntone,F,1
1759,cristina1966pi,F,1
1760,trank1969,M,1
1761,mauromastella,M,1
1762,FeliceOriano,M,1
1763,Gioreds7,M,1
1764,michele192626,M,1
1765,ferrymill,M,1
1766,carlo__vi,M,1
1767,IlariaRocchi,F,1
1768,PaoloMostarda,M,1
1769,J_A_BUENDIA_,-,1
1770,azzurracancella,F,1
1771,etabeta62,M,1
1772,ananiasas,M,1
1773,Giovy255,M,1
1774,LeonziaGaina,F,1
1775,REGINA240458,F,1
1776,Leospezia74Neri,M,1
1777,Triskkel,-,1
1778,colonnasmp,-,1
1779,fulvionovelli53,M,1
1780,AlfredaPetroni,F,1
1781,Pietrofiammamsi,M,1
1782,LucaPolitano2,-,1
1783,salvato07181602,M,1
1784,Dirtyb00ts,F,1
1785,LuciaDeMartin15,M,1
1786,ROSALBABONELLI,M,1
1787,CodagnoneMat,F,1
1788,alfluc6367,M,1
1789,UnindustriaRE,-,1
1790,takarlo,M,1
1791,miss_antonelli,F,1
1792,giuseppecampag5,M,1
1793,ad1905,M,1
1794,66checco,M,1
1795,2e2320e2eb00470,F,1
1796,donrigon177,M,1
1797,WTrumpy,M,1
1798,andrea_vidoni,M,1
1799,GregorioOcello,M,1
1800,LaGuerriera1,F,1
1801,ElisaURussell1,F,1
1802,RosatoLuigia,F,1
1803,marinotarasconi,M,1
1804,JFrassy,M,1
1805,studiolisuzzo,M,1
1806,robertoPrato59,M,1
1807,gtdark,M,1
1808,mf3591,-,1
1809,FAlince,F,1
1810,Carola_20_06,F,-1
1811,LUCA110704,M,1
1812,dragolibero,M,1
1813,EZanetti17,F,1
1814,GianlucaNico,M,1
1815,ccasrl,-,1
1816,g_devecchi,M,1
1817,ArysHouse,F,1
1818,tindaro77,M,1
1819,Frances90624267,M,1
1820,antonio30561,M,1
1821,Daniele37428365,M,1
1822,laura_damb,F,1
1823,giovann22401270,M,1
1824,euking3,M,1
1825,PicchiEnrico,M,1
1826,Andr3a74507634,M,1
1827,Carlo_Birraio,M,1
1828,danielacolico,F,1
1829,FilippoSciabar1,M,1
1830,hlifege,-,1
1831,Lodi14Lodi,F,1
1832,lauravalentini1,F,1
1833,Mattiachenko,M,1
1834,GRomanotto,M,1
1835,rzo83am,F,1
1836,AntonelloDAlois,M,1
1837,lightmoon972,F,1
1838,Laura17415682,M,1
1839,Etruscus77,M,1
1840,attiliolioi,M,1
1841,Rob_six5,M,1
1842,LiveMonchery1,F,1
1843,Valeria38320394,M,1
1844,Paolovalla,M,1
1845,DiogeneEretico,M,1
1846,valeria_emme_,F,1
1847,enriperri,M,1
1848,giovannimontag3,M,-1
1849,StefanoArcadi,M,1
1850,lorenzferragamo,M,1
1851,matteoaliarisi,M,1
1852,marco_sili,M,1
1853,DigenovaF,M,-1
1854,ViglieroGabrie1,M,1
1855,teamnolder,M,1
1856,1Conci,M,1
1857,michelepilato58,M,1
1858,zd382,M,1
1859,LucadiBello3,M,1
1860,gmiozzaritweet,M,1
1861,orsogr,M,1
1862,redcristian68,M,-1
1863,niky40786498,F,1
1864,FBellumore,M,1
1865,Crispoltore,-,1
1866,vittoriobongio1,M,1
1867,Mourinho73,M,1
1868,MarioAragona,M,1
1869,erainone,M,1
1870,bianchissima,F,1
1871,CiaDomenico,M,1
1872,LitjaOrlend,M,1
1873,SergioSergio232,M,1
1874,stefaniascatta1,F,-1
1875,dardevill77,M,1
1876,Donydoty,F,1
1877,serboz54,M,1
1878,Davide133,M,1
1879,DavideResmini,M,1
1880,tonym_68,M,1
1881,maudibi70,M,1
1882,alekatvondi,F,1
1883,RobyBlackB,M,1
1884,G_Savarese_1995,M,1
1885,Roberto_Bern84,M,1
1886,erridisalvo,M,1
1887,Frances28927668,M,1
1888,EPortafoglio,M,1
1889,FrizzaC,F,1
1890,MGallerani19,M,1
1891,AgriculturaIT,-,1
1892,rivolta_rivolta,M,1
1893,SandroMenia,M,1
1894,alelu75877712,M,1
1895,gianni_lorini,M,1
1896,Marco_FSI,M,1
1897,GiancarloPasse2,M,-1
1898,Girarditeo,F,1
1899,franci_gianni_2,M,1
1900,Frances02340908,M,1
1901,braido_marcello,M,1
1902,Giusepp25854988,M,1
1903,DeGhiscio,M,1
1904,MAGIME182,M,1
1905,DolceRandy,F,1
1906,alexg_2000,M,1
1907,pustetto,F,1
1908,fabrileroy,M,1
1909,RosyProcentese,F,1
1910,LegaRubano,-,1
1911,Speeddriver977,M,1
