Twitter ID;User Name;Sex;SID 1;SID 2;SID 3;SID 4;SID 5;;;0;1;2;3;4;5;TASK
menellamarullo;menella marullo;F;0;0;0;3;0;NC;;3;3;3;0;3;3;T2P5
topolino_69;topolino69;M;0;0;0;0;0;NC-DX;;4;4;4;0;4;4;T2P5
IncazzatoCronic;IncazzatoCronico;U;0;4;0;4;4;no dx-NO DX- 4;;2;2;2;0;2;2;T2P5
iro20101;iro2010;U;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
pietrocolombox;Pietro;M;0;5;0;5;5;NO DX-NC;;2;2;2;0;2;2;T2P5
bisogni_stefano;Stefano Bisogni;M;0;0;0;1;0;NC-DX;;3;3;3;1;3;3;T2P5
star_titta;STAR & STAR PRODUCTION DE TITTA;U;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
ferdina75517193;ferdinando;M;3;1;1;1;1;;;0;0;0;3;0;0;T2P5
ErRiccetto;Er Riccetto;U;0;0;0;0;0;NO DX-NC;;4;4;4;0;4;4;T2P5
Grace_Crocco;Grazia_C91;F;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
Massimi88957198;Massimiliano;M;0;0;0;1;0;NC-DX;;3;3;3;1;3;3;T2P5
_lesfleurs_;Effye;F;1;0;0;0;0;NO DX-NO 1;;3;3;3;1;3;3;T2P5
Filippo_Borioni;Filippo Borioni;M;0;0;0;0;0;NO 5S-NC;;4;4;4;0;4;4;T2P5
GennaroCimmino3;Gennaro Cimmino;M;0;0;1;1;0;NC;;2;2;2;2;2;2;T2P5
Spiderm20306491;FlashSpiderman;U;0;0;0;1;0;NC;;3;3;3;1;3;3;T2P5
antonella19821;antonella1982;F;0;0;0;2;0;NC;;3;3;3;0;3;3;T2P5
barbapastellata;barbapastellata;U;1;1;0;3;3;DX;;1;1;1;2;1;1;T2P5
Joe72903774;Carmine  Del Core;M;5;5;5;5;5;;;0;0;0;0;0;0;T2P5
Adnane_Alien;Adnane Savastano;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
alexbianconero8;alexbianconero10;M;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
GiboFuz;Gilberto;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
capogriso;Luca Galimberti;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
animaleraro1;animaleraro;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
francirisso;francesco risso;F;0;0;2;4;0;NC;;2;2;2;0;2;2;T2P5
ImraKahnn;ImraKahnn;F;3;1;1;3;0;DX;;0;0;0;2;0;0;T2P5
web_clochard;Vernon Subutex;M;0;0;0;0;0;NO DX-DX-NC-CONTRO TUTTO;;4;4;4;0;4;4;T2P5
antonpatrascl1;antonpatrascl.;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
Riccardo_msc93;Riccardo Moschetti;M;0;0;0;0;0;NON TWITTA IN ITA-NC;;4;4;4;0;4;4;T2P5
DeDebellis;Fabio De Bellis;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
giusmaida;giuseppe maida;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
spartiato82;Spartiato82;M;0;3;3;3;3;DX;;1;1;1;0;1;1;T2P5
Dorlec3;DorianLe🇮🇹;M;0;1;1;1;1;NC;;1;1;1;3;1;1;T2P5
OnRobertoRosso;Roberto Rosso;M;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
imbsadgirl;blckhrt;F;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
Danielablondy;Daniela Mazzacane;F;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
CelLorenzini;Giampaolo Lorenzini Cel;M;0;0;0;0;0;Nc-NC;;4;4;4;0;4;4;T2P5
Ariberto46;Ariberto46;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
lexsaitta;Alessandro Saitta CPI;M;1;0;1;1;1;DX;;1;1;1;3;1;1;T2P5
good_stefano;Stefano Carletti;M;0;0;0;5;0;NC;;3;3;3;0;3;3;T2P5
bernardiwilliam;william bernardi;M;0;0;0;0;0;NC TWEET VECCHI-NO 1-NC;;4;4;4;0;4;4;T2P5
LucaProietti28;Luca Proietti;M;0;0;0;0;0;NC (tweet vecchi)-NC;;4;4;4;0;4;4;T2P5
Francocarli2;Francocarli;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
Cimoize;Francesco Ciminà;M;0;0;0;0;0;NC (tweet vecchi)-NC;;4;4;4;0;4;4;T2P5
valoproduction;VALO production;U;0;0;0;0;0;NO DX-NC;;4;4;4;0;4;4;T2P5
Nero22284678;Nero1922;U;3;1;1;1;1;;;0;0;0;3;0;0;T2P5
AnielloPiscite3;Aniello Piscitelli;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
AmedeoGiuntini;amedeo giuntini;M;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
CiccoUmberto;Umberto 🇮🇹#tamtam;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
angelosomma69;Angelo Somma;M;0;0;0;0;0;NC (tweet vecchi)-NC;;4;4;4;0;4;4;T2P5
AngeloCristofa3;Angelo Cristofanelli;M;0;1;0;0;0;BOH-?-NC;;3;3;3;1;3;3;T2P5
SindacatoAGL;AGL Confederazione;U;0;0;0;0;0;NC -NC;;4;4;4;0;4;4;T2P5
FascianiRoberto;Roberto Fasciani;M;0;0;0;0;0;NC-DX;;4;4;4;0;4;4;T2P5
fran_colino;Franco Lino;M;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
SolveUndCoagula;Karl Manzòn II;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
AsterixLG;🍀Asterix il Gallo🍀;U;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
Elena91217575;Elena Mele;F;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
xCenters;xclass;U;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
amepocho88;amedeo ciccarelli;M;1;3;1;1;1;;;0;0;0;3;0;0;T2P5
BernardinLucio;lucio.Bernardin🇲🇱✝️;M;0;0;0;0;0;NON DISP;;4;4;4;0;4;4;T2P5
Leo_Antonino82;Leonardo Antonino;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
LauraSala1969;Laura Salamone Rivarola di Roccella;F;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
MaxiM_578;MaxiM;M;0;0;3;3;3;DX;;2;2;2;0;2;2;T2P5
Leandrolibera20;Leandroliberati;M;5;0;5;5;5;DX;;1;1;1;0;1;1;T2P5
GualtieroPigno1;Gualtiero Pignotti;M;5;5;5;5;5;;;0;0;0;0;0;0;T2P5
TumminelloFabio;Fabio Tumminello;M;0;0;0;0;0;SX-NC;;4;4;4;0;4;4;T2P5
MarzioStornelli;M.Stornelli;M;2;0;0;2;0;NC (TWEET VECCHI);;2;2;2;0;2;2;T2P5
laura_damb;Lila_Biscuit ♠️;F;0;0;0;0;0;SX-NC;;4;4;4;0;4;4;T2P5
NODITTATURAPD;M.S. Politica;U;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
AmoRomaMia;AmoRoma;U;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
StarwarsMauro;mauro;M;0;0;0;0;0;NON DISP;;4;4;4;0;4;4;T2P5
semirezio;Arnaldo Bellumore;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
manonfesso;BUONO;M;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
Gianluc36941462;Gianluca;M;0;0;0;0;0;NC (contro tutti)-NC;;4;4;4;0;4;4;T2P5
alecscrp;Alessio Crp 🇮🇹;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
CarpLuigi;Luigi Carp;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
AnnunziatErrico;ErRiCo AnNuNzIaTa;M;0;0;0;5;0;TWEET VECCHI-NC;;3;3;3;0;3;3;T2P5
Frances90624267;Francesco Romano;M;0;0;0;4;0;NO DX;;3;3;3;0;3;3;T2P5
Gamer20Mega;MEGA GAMER20;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
Ida14846068;Ida;F;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
NiccoloVSantoro;Niccolò Vito Santoro;M;5;0;5;5;5;NC;;1;1;1;0;1;1;T2P5
Marilu49150787;Marilu;F;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
RossiniLoris;Loris Rossini;M;2;4;4;2;4;;;0;0;0;0;0;0;T2P5
ClaudioLazzeri8;Claudio Lazzerini;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
triktra;lino fusco;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
nando88030658;nando;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
robweb63;Bobby W;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
MPetrini89;Matteo Petrini;M;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
ValentinaPan2;Val Pan;F;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
kaucuku;Esmy-otaku;U;1;0;0;0;0;NO 1;;3;3;3;1;3;3;T2P5
Annamar40266605;Annamaria;F;5;5;5;5;5;;;0;0;0;0;0;0;T2P5
renatopisckygm2;renatopiscky@gmail.com;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
Leonard94782243;Leonardo;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
LetoSilvio;SilvioLeto;M;0;3;3;3;3;DX;;1;1;1;0;1;1;T2P5
MicheleSenator;Michele;M;0;0;3;1;0;DX;;2;2;2;1;2;2;T2P5
BonciDavid;David Bonci;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
GioffrediAlfio;Alfio Gioffredi;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
Ludovica_Gioia;Ludovica Ferrari;F;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
elprofe83459949;El profesor;M;0;0;0;0;0;NO 5-DX;;4;4;4;0;4;4;T2P5
RGarinella;Raffaele Garinella;F;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
rosalbacola50;Rosy Colacicchi;F;0;0;0;0;0;NO RAGGI-NC (tweet vecchi)-CRITICO-NC;;4;4;4;0;4;4;T2P5
giaget;Giaget;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
isa71333031;isa;F;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
officiaLEO16;LEONARDO MARCHETTI;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
FedericoDepetr7;Federico Depetris;M;1;1;0;3;1;DX;;1;1;1;2;1;1;T2P5
Vespasi25856365;Vespasiano;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
sabrinavisconti;Sabrina Visconti O.;F;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
MarioSi36875732;osservatorepolitico1;M;1;3;3;3;3;;;0;0;0;1;0;0;T2P5
MartinaDp98;Martina Di Pasquale مارتينا 🎃;F;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
Rosa64295255;Rosa;F;5;5;5;5;5;;;0;0;0;0;0;0;T2P5
RobertaLegale;Roberta;F;3;0;0;3;3;NO 4;;2;2;2;0;2;2;T2P5
pintoremt;Toma Pintore;U;0;0;0;0;0;NON ESISTE;;4;4;4;0;4;4;T2P5
Speeddriver977;#Danilo;M;4;4;4;4;4;;;0;0;0;0;0;0;T2P5
Genny26477888;Rino;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
CasulaRenato;Renato Casula;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
alessandrorubiu;alessandro;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
Asor81310025;Asor;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
AgriculturaIT;Agricultura.it;U;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
AndreaTomassi4;Andrea Tomassi;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
GianniSecchi1;Gianni Secchi;M;0;0;0;0;0;SOSPESO;;4;4;4;0;4;4;T2P5
MicheleMagni3;Michele Magni;M;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
Franco30554674;FrancoMagno;M;0;0;0;2;0;NO DX;;3;3;3;0;3;3;T2P5
Pierfelice8;Pierfelice;M;0;0;1;0;0;NC;;3;3;3;1;3;3;T2P5
PaoloPerugia1;Il Gentilone;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
studioRotella;Franco Rotella;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
SchiaffoLo;LO SCHIAFFO 321;M;0;0;0;0;0;SX-NC;;4;4;4;0;4;4;T2P5
Lucianamosca2;Luciana mosca;F;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
NoiretNathalie4;Noiret Nathalie;F;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
giusepp71635904;giuseppe;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
Humanlies1;Humanlies;U;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
ItaliaNazional;Italia Nazional Popolare;U;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
SiffrediRoc;Roc Siffredi';M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
Fede_Si;FedeRica;F;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
erridisalvo;l'ultimo Czarniano;M;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
Geronim91785350;Geronimo;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
Saibo_ITA;Saibo 🦅 🇮🇹🇨🇵 |IT-FR| •MCMLXXXIX•;M;1;1;1;1;1;;;0;0;0;4;0;0;T2P5
_Anomaliah_;Pellegrino Negromante;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
Thomas38266940;Thomas;M;0;0;0;0;0;NC;;4;4;4;0;4;4;T2P5
SabethArt;Sabeth_art illustrator;F;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
avv_covino;Gianmaria Covino;F;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Elina83198899;Elina;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
nicolapiaz;Nicolo' Piazzese;M;0;0;0;4;0;NC;;0,6;0,6;0,6;0;0,6;0,6;T2P5
ofyeb;ofyeb;M;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
Marta53932219;La Marta;D;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
moondo_info;Moondo;U;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Rosy83847148;Rosy;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
Cris7887;Cristiano Del Rio;M;3;0;3;3;3;NC;;0,2;0,2;0,2;0;0,2;0,2;T2P5
alessiabattagl;Alessia Battaglino;F;0;0;0;5;0;NC;;0,6;0,6;0,6;0;0,6;0,6;T2P5
Massimo35812121;Massimomarvosi;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
peppecarleo;Pino Carleo;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
ciccia1970;Maria Angela La Cava;F;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
simongaudio;Simone🇮🇹🇪🇺;M;1;5;1;1;1;;;0;0;0;0,6;0;0;T2P5
ginesiocoluzzi;Ginesio Coluzzi;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
samueldemaria;Samuel 🇮🇹;M;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
brunosavorelli;Bruno Savorelli;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
fsannella;Federico Sannella;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
MichelangeloI;Michelangelo;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
AliceVolintiru;Alice Volintiru;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
l_eredita;Legacy - L'eredità di Max Zanna;U;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Franco75471618;Franco;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
MarlaWallace;Giulia Piccione;F;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Verdad77584658;Verdad;F;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
MicheleBonomi00;Michele Bonomi;M;0;0;0;2;0;NO 1-NC;;0,6;0,6;0,6;0;0,6;0,6;T2P5
SuperFilo81;Marko1981;M;0;0;1;1;0;NC-DX;;0,4;0,4;0,4;0,4;0,4;0,4;T2P5
marianospigarel;mariano spigarelli;M;0;0;0;0;0;NC-DX;;0,8;0,8;0,8;0;0,8;0,8;T2P5
vitoidoma;Vito Amodio;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
KATYSCHAVNEL;Miriana;F;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
FrancescoLuisi0;Francesco Luisi;M;4;4;4;4;4;;;0;0;0;0;0;0;T2P5
danieleverone11;INCAZZATA DI DESTRA;F;0;0;0;1;0;DX;;0,6;0,6;0,6;0,2;0,6;0,6;T2P5
Rosario91066916;Rosario 🇮🇹;M;4;4;4;4;4;;;0;0;0;0;0;0;T2P5
stefano_lega;Stefano Pastorelli Lega #UmbriaLIBERA;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
tiramagda;Magda Tirabassi;F;0;0;0;4;0;SX-NC;;0,6;0,6;0,6;0;0,6;0,6;T2P5
CarloPose;CarloAlbertoPosenato;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
lorenzferragamo;Lorenzo Ferragamo;M;0;0;0;1;0;NC-DX;;0,6;0,6;0,6;0,2;0,6;0,6;T2P5
robbielove1987;robbie;M;0;0;0;0;0;SX-NC (tweet vecchi)-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
lagallinadomani;Simone Sorrentino;M;0;0;0;2;0;NO DX;;0,6;0,6;0,6;0;0,6;0,6;T2P5
MisterMuscolo;Mister Muscolo;M;0;0;0;4;0;NO 1 -NO 1;;0,6;0,6;0,6;0;0,6;0,6;T2P5
PatriziaColucc5;Patrizia Colucci;F;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
gtdark;Gary;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
liberaliper;LiberaliperMara;U;5;5;5;5;5;;;0;0;0;0;0;0;T2P5
angelodalessa15;Angelo D'alessandro;M;5;1;1;1;1;;;0;0;0;0,6;0;0;T2P5
augusto__65;Augusto Simoncelli;M;1;1;0;3;0;;;0,2;0,2;0,2;0,4;0,2;0,2;T2P5
rita_virgili;Paola Rita Mazzarini Virgili;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
vikingonormanno;Vito;M;0;0;0;0;0;DX;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Donatella_Tesei;Donatella Tesei;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
DiventandoJeeg;DiventandoJeeg #RestiamoUmani🇪🇺;M;0;0;0;2;0;NO DX-SX;;0,6;0,6;0,6;0;0,6;0,6;T2P5
SulajJak;Jak Sulaj;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Caronte88971193;Caronte;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
carboneernesto1;carbone ernesto;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
sere_197;sere;F;0;0;0;0;0;NC (tweet vecchi)-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
poliofrancesco;Francesco Polio 🇪🇺🇮🇹;M;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
PBurattini;pierpaolo burattini;M;0;0;0;0;0;SX (seppur critico)-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
visit_lazio;Visit Lazio;U;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Diego91095926;Diego;M;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
Antonio69321437;Antonio Liberto ✮☭;M;0;0;0;0;0;COMUNISTA;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Maria26046585;Maria;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
AleMancini12;Alessandro Mancini;M;0;0;0;0;0;NC (irriducibili Lazio=estrema DX)-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
LUIGIGDP;LUIGI;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
STABILO66907378;STABILO BOSS;M;0;0;0;0;0;NC/SX-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
LUDOVICOpapalia;LUDOVICO PAPALIA;M;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
ggcivic;Giorgio Arnaldi;M;1;3;1;1;1;;;0;0;0;0,6;0;0;T2P5
_bluetulip_;GG;F;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
simonienrica61;Enrica guerriera per sempre;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
sintesi160;sintesi160;U;1;0;1;1;1;DX;;0,2;0,2;0,2;0,6;0,2;0,2;T2P5
nicolorizzi;Nicolò Rizzi;M;0;0;0;0;0;NC (tweet vecchi)-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
ApoliticoL;FrauDolenti;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
LucaCappiello5;Luca Cappiello;M;1;0;1;1;1;NO 1;;0,2;0,2;0,2;0,6;0,2;0,2;T2P5
Rita36547348;Rita;F;1;3;1;1;1;;;0;0;0;0,6;0;0;T2P5
sotto_la_mole;G 2 C;U;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
faustofogliati;Fausto Fogliati;M;0;0;0;0;0;SX-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
tashunka73;Maurizio Errico;M;0;0;0;0;0;NO 1-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Andrea6990Tasca;Andrea;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
bellavi__;bellavì;M;0;0;0;4;0;NO DX-SX;;0,6;0,6;0,6;0;0,6;0,6;T2P5
Alex7565954163;Alex 75;M;0;1;1;1;1;NC;;0,2;0,2;0,2;0,6;0,2;0,2;T2P5
LuigiTorretta;luigitorretta;M;2;2;2;2;2;;;0;0;0;0;0;0;T2P5
PublioCornelio7;Publio Cornelio;M;1;2;1;0;1;DX;;0,2;0,2;0,2;0,4;0,2;0,2;T2P5
lorenzo7514;Lorenzo;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
alcadobria;Aldo Cabria;M;0;0;0;0;0;NC (TWEET VECCHI)-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
pier4nic8;Pier4nic8;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
crigerardis;Cristina Gerardis;F;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
fede94334076;fede;U;0;0;0;0;0;NO DX-NO 1-SX;;0,8;0,8;0,8;0;0,8;0,8;T2P5
DMontalcini;D. Mateo Montalcini;M;0;2;0;0;0;NC;;0,6;0,6;0,6;0;0,6;0,6;T2P5
moussmichele;michele #noislam #nopd #nom5stalle;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
jnmshehata;John Shehata;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Proverbi_org;Proverbi.org;U;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
ojal35276393;Io, boh 🇮🇹๏_๏ ⊙_⊙;F;0;1;1;1;1;NC;;0,2;0,2;0,2;0,6;0,2;0,2;T2P5
Carlocarli1001;Carlocarli100;M;1;3;1;1;1;;;0;0;0;0,6;0;0;T2P5
tango_michele;Tango Michele;M;0;0;0;1;0;NC;;0,6;0,6;0,6;0,2;0,6;0,6;T2P5
ilrappresentant;Cristian L.;M;1;1;3;1;1;;;0;0;0;0,6;0;0;T2P5
pmcarpentieri;Massimiliano Carpentieri;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
DALESSA12962623;D'ALESSANDRO;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
gargiso;Francesco Gargiso;M;3;3;3;3;0;DX;;0;0;0;0;0;0;T2P5
EgidioOnofrio;Onofrio Egidio Porcasi;M;3;3;3;3;0;DX;;0;0;0;0;0;0;T2P5
lu_massimiliano;Massimiliano Luce;M;0;0;0;0;0;SX-DX;;0,8;0,8;0,8;0;0,8;0,8;T2P5
maleintimo;MALE' DI LEANDRO;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
mara_carfagna;Mara Carfagna;F;5;5;5;5;5;;;0;0;0;0;0;0;T2P5
olaftheking1;olaftheking;U;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
infoLorenzo;NINJA-UP;U;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
amalaFCIM87;blackandblue;M;3;1;1;3;0;DX;;0;0;0;0,4;0;0;T2P5
bc_vs1;Pampaluna;U;0;0;0;0;0;SX;;0,8;0,8;0,8;0;0,8;0,8;T2P5
IlariaPaoletti1;Ilaria Paoletti;F;3;3;3;3;3;;;0;0;0;0;0;0;T2P5
Mauro56935099;Mauro;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
MatteoFreschini;Matteo Freschini;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
FedericaRigato1;Federica Rigato;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
allegriaamici;Al Legria;F;0;0;0;0;0;NC (tweet vecchi)-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
MonicaPorcedda;Monica Porcedda;F;0;0;0;0;0;SX-NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Boskez1;Boskez;M;0;0;0;0;0;SX-NO 1;;0,8;0,8;0,8;0;0,8;0,8;T2P5
giovannicorsini;Giovanni Corsini;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
sigma_tao;antonio de iesu;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
raffaelemanci14;raffaele mancini;M;3;3;0;3;3;NC;;0,2;0,2;0,2;0;0,2;0,2;T2P5
robygessyromany;roberto romani;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
DarioRinaldi12;Dario Rinaldi;M;4;4;4;4;4;;;0;0;0;0;0;0;T2P5
Giusepp91157604;Giuseppe;M;3;3;3;1;3;;;0;0;0;0,2;0;0;T2P5
Italyhikikomori;Albert De Qarinis;M;0;0;0;0;0;NON ESISTE;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Aromano190493;Antonio Romano;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Elisa25207025;Elisa;F;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
Frances20192091;Francesco;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
Claudio94479442;Claudio;M;1;1;1;1;1;;;0;0;0;0,8;0;0;T2P5
illeons;Leonardo Leoni;M;0;0;0;2;0;NC;;0,6;0,6;0,6;0;0,6;0,6;T2P5
AlessAmodio;Alessandro Amodio;M;0;0;0;0;0;NC;;0,8;0,8;0,8;0;0,8;0,8;T2P5
