,twitter_id,sex,partito
903,giusy_for87,F,-1
904,EnricoFin,M,-1
905,Clarembaldo,M,-1
906,sbertossa,M,-1
907,apbel91,F,-1
908,filirani,M,-1
909,emanuelmme1,M,-1
910,Cristina6013,F ,-1
911,Dominet58,M,-1
912,Angela_Giampi,F,-1
913,AleScrittore,M,-1
914,mistore74,M,-1
915,Friccicarella1,F,-1
916,e_territorio,F,-1
917,alex2304197,M,-1
918,GianniSozzi,M,-1
919,luca_romanazzi,M,-1
920,pf9395,F,-1
921,caravaggio662,M,-1
922,bencimar,M,-1
923,GiuliaBerillo,F,-1
924,DavidePietro94,M,-1
925,UgoBruno3,M,-1
926,isella_marco,M,-1
927,giasqui,M,-1
928,AdolfotAngeles,M,-1
929,dernebelmann,M,-1
930,lucia_mirti,F,-1
931,Camilla78798345,F,-1
932,RFerrario,M,-1
933,perna_flavio,M,-1
934,216Natale,M,-1
935,antoniosalamig3,M,-1
936,gpasquinucci,M,-1
937,Claudia64679907,F,-1
938,MmmBoh3,M,-1
939,BastCristina,F,-1
940,Silvy_Pc,F,-1
941,Sandra53920174,F,-1
942,DanielePortas1,M,-1
943,mariodangelo666,M,-1
944,18_robina,F,-1
945,giux2010,M,-1
946,Goss23035392,F,-1
947,GiuseppeTilaro,M,-1
948,michele192626,M,-1
949,angelagiordy,F,-1
950,liberinformati,U,-1
951,Frances22944078,M,-1
952,LucyAleksej,F,-1
953,mariamhamran2,F,-1
954,RealRayAleX,M,-1
955,franceguida,M,-1
956,GPuzzovio,M,-1
957,Albert34405635,M,-1
958,salvatorelaros5,M,-1
959,MeliSandro72,M,-1
960,SScandale,M,-1
961,EconomistNoob,U,-1
962,Cambioinmeglio,F,-1
963,stasytrev,F,-1
964,dinoi_mino,M,-1
965,celenico1210,U,-1
966,iltorn19,U,-1
967,morgenstund3,U,-1
968,apbel91,F,-1
969,KillerQ87235507,M,-1
970,vaccipiano24,M,-1
971,74Scimemi,F,-1
972,GiuseppeGPrete1,M,-1
973,giovannasonoio,F,-1
974,soros_i,M,-1
975,here_am,U,-1
976,puddu1971,M,-1
977,michelaterzano,F,-1
978,walter_neri,M,-1
979,Zanzifero1,M,-1
980,SGnente,U,-1
981,bladeru44352907,M,-1
982,JovannaMarino,F,-1
983,sanzanga78,F,-1
984,virginiamascet1,F,-1
985,daniele_rizzolo,M,-1
986,Beatric53202325,F,-1
987,Partito_PVD,U,-1
988,Mario77256508,M,-1
989,emme_cru,F,-1
990,balsamomarina,F,-1
991,nicola35100464,M,-1
992,OrnellaMirra,F,-1
993,MrSoG2,M,-1
994,ales_67,F,-1
995,shahlagirasole,F,-1
996,ManiaGianni,M,-1
997,Giangaetano9,M,-1
998,Francesco_Sanfi,M,-1
999,Cristina5101965,F,-1
1000,Antonio22809,M,-1
1001,_basket72,U,-1
1002,LitjaOrlend,M,-1
1003,francecappe,M,-1
1004,treck3cktreck,M,-1
1005,NicolinaTallar1,F,-1
1006,bobonardi,M,-1
1007,FabrizioSilvi,M,-1
1008,Marcobraggion4,U,-1
1009,robertomeniconi,M,-1
1010,SofiaBono4,F,-1
1011,ClaudiaSpazzoli,F,-1
1012,Noenoe59565194,U,-1
1013,Cristin69937402,F,-1
1014,Antonino__Pio,U,-1
1015,EZoppolato,M,-1
1016,pigicolizzi,M,-1
1017,calvi1956,F,-1
1018,LasalmadiLenin,M,-1
1019,MonicaGhirelli,F,-1
1020,FedericTonello,M,-1
1021,MarinellaS74,F,-1
1022,quelladictf,F,-1
1023,cilia42,U,-1
1024,serena_dino,M,-1
1025,marco232ct,M,-1
1026,pierograglia,M,-1
1027,melody09822394,F,-1
1028,Angela67892116,F,-1
1029,Sav751,U,-1
1030,cigus55,U,-1
1031,rikosta74,U,-1
1032,danieledvpd,M,-1
1033,NMammato,M,-1
1034,TotoChiaramonte,M,-1
1035,RAQU72,M,-1
1036,FFolpini,U,-1
1037,Roby_Romani,M,-1
1038,Giampietromn1,M,-1
1039,SandroExpo,M,-1
1040,RutelliTweet,M,-1
1041,ElenaCaracozza,F,-1
1042,MeKattivissimo,M,-1
1043,nunziapenelope,F,-1
1044,paoloroversi,M,-1
1045,swamilee,F,-1
1046,Losca71,F,-1
1047,eizaghi,M,-1
1048,ilmiki3,M,-1
1049,martasaviotti,F,-1
1050,chiaracori,F,-1
1051,Robinho79739242,M,-1
1052,para3010,F,-1
1053,Luca_Preziosi,M,-1
1054,ivan_zatarra,M,-1
1055,CarloCalenda,M,-1
1056,bia198702,F,-1
1057,IlReverendo71,M,-1
1058,pdnetwork,U,-1
1059,Tiziana_DR,F,-1
1060,CDR91485768,M,-1
1061,sHKpoVBc9irWY94,F,-1
1062,tea_vecchio,F,-1
1063,_Grillology,M,-1
1064,gherbitz,F,-1
1065,LeggiStoCazzo,F,-1
1066,mesoada,F,-1
1067,sandrix02,F,-1
1068,fraqqua,M,-1
1069,yenisey74,F,-1
1070,matteobordone,M,-1
1071,stefaniatalpo,F,-1
1072,AnnikaLeo1,F,-1
1073,antoluigi54,M,-1
1074,AskFrancesca,F,-1
1075,Arturo_Parisi,M,-1
1076,guscabin,M,-1
1077,MarracciniR,M,-1
1078,MisuratoreDiQl,M,-1
1079,EnricoBorghi1,M,-1
1080,pinapic,F,-1
1081,FRafaniello,M,-1
1082,GloriaP81,F,-1
1083,Iperbole_,M,-1
1084,segmarta,F,-1
1085,AGaudiano,F,-1
1086,andreapruitic,M,-1
1087,DonnaRoma71,F,-1
1088,rossa008,F,-1
1089,GiuseppeLeg,M,-1
1090,rockpolitics,F,-1
1091,Lore86196528,U,-1
1092,ANTONIOSICONOL3,M,-1
1093,guffanti_marco,M,-1
1094,Bart1705,M,-1
1095,JGiusi,F,-1
1096,backtoblacklis1,F,-1
1097,AlbertaSimoncin,F,-1
1098,gia___p,F,-1
1099,PiaFavaretto,F,-1
1100,il_quarto_moro,M,-1
1101,StefanoLonati1,M,-1
1102,Teresa_La_Vispa,F,-1
1103,NicholasVita990,M,-1
1104,GiGhi50,M,-1
1105,proudGhe,F,-1
1106,JMonicaHD,F,-1
1107,karimamoual,F,-1
1108,Majin79,M,-1
1109,falconiofr,F,-1
1110,LAnnibali,F,-1
1111,IldoQv,M,-1
1112,ldibartolomei,M,-1
1113,MinnettiMassimo,M,-1
1114,dariofrance,M,-1
1115,MichelaMgl,F,-1
1116,NataleNfalduto,M,-1
1117,petruscaA,F,-1
1118,Fornario,F,-1
1119,@marco_ssl,M,1
1120,@Mutaz53214,M,1
1121,@Loredan83532601,F,1
1122,@FbCataldo,M,1
1123,@cozz_maria,F,1
1124,@FilippoRossi89,M,1
1125,@vikingur8,M,1
1126,@Oscarh79Novello,M,1
1127,@ArturoCiccarel1,M,1
1128,@PetrosinoAndrea,M,1
1129,@gabry11261,F,1
1130,@maudibi70,M,1
1131,@PiazzeseAndrea,M,1
1132,@RobertoChinell3,M,1
1133,@LCeles3,F,1
1134,@BosioFabrizio,M,1
1135,@AlessandroPilly,M,1
1136,@Chele59Fabio,M,1
1137,@piroddi5291,M,1
1138,@FBurigo,M,1
1139,@lella2018,F,1
1140,@Giocampo4,M,1
1141,@Ardito96427323,M,1
1142,@itmgr89,M,1
1143,@cosentino201154,M,1
1144,@_Fumagalli,M,1
1145,@Gfbrt,M,1
1146,@angelopelloni,M,1
1147,@ssiga74,M,1
1148,@nicolacarmosino,M,1
1149,@benstar2791,M,1
1150,@giusyalma32,F,1
1151,@AntonellaTabur3,F,1
1152,@annacapra84,F,1
1153,@SereNere76,F,1
1154,@CARMINE59936645,M,1
1155,@fabietto2006,M,1
1156,@Saverio82307776,M,1
1157,@capdkez,M,1
1158,@AlfredoPascale,M,1
1159,@NemoRsm,M,1
1160,@manumanu978,M,1
1161,@AnnaritaPonteco,F,1
1162,@Ale_Cuccu86,M,1
1163,@StefanoOrsini,M,1
1164,@MBattistina,F,1
1165,@faustomag,M,1
1166,@harley_men,M,1
1167,@Gabbiacane,M,1
1168,@ACalienni,M,1
1169,@dudiski,M,1
1170,@elisabettaiac,F,1
1171,@lindoscorpion,F,1
1172,@MissDaniChanel,F,1
1173,@Frances94022625,M,1
1174,@Irema64603951,F,1
1175,@ematomassini,M,1
1176,@agofin,M,1
1177,@franco_jack,M,1
1178,@lauraleghista,F,1
1179,@gianluca_crotti,M,1
1180,@bersagiudice,F,1
1181,@cecily5911,F,1
1182,@GiuseppeCadoni7,M,1
1183,@maxmasera,M,1
1184,@DorisD89660819,M,1
1185,@GiuseppeCollet5,M,1
1186,@Silvi93546770,M,1
1187,@DovahCris,M,1
1188,@giorgio_cabibbo,M,1
1189,@Delorenzoanna1,F,1
1190,@angeloiannie99,M,1
1191,@DomenicoPantano,M,1
1192,@EmanueleDurin,M,1
1193,@TerryUrbani,M,1
1194,@Tiozzo92,F,1
1195,@LegendeZurbaine,M,1
1196,@giuliana1655,F,1
1197,@IStraniero,M,1
1198,@marco72839376,M,1
1199,@LelloMartorel,M,1
1200,@AgostinoPastore,M,1
1201,@AJDiaz08805426,M,1
1202,@soltantounuomo,M,1
1203,@magnagiova,F,1
1204,@RondinaStefania,F,1
1205,@CPTBALDO1,M,1
1206,@nickkr1969,M,1
1207,@alessan03604374,M,1
1208,@Gianfra12854586,M,1
1209,@Eliwhinnie,F,1
1210,@manuxcecco,M,1
1211,@loghos33,M,1
1212,@PietroMitis,M,1
1213,@FlavioGraz22,M,1
1214,@Luciano001122,M,1
1215,@perlucit,M,1
1216,@0e48b952e3154d3,F,1
1217,@micheal60509043,M,1
1218,@Massi7671,M,1
1219,@Lsandro65,M,1
1220,@albertodemartin,M,1
1221,@etitti,M,1
1222,@danipreve1,M,1
1223,@ubaldo50457805,M,1
1224,@Antonel63382299,F,1
1225,@christian_vit85,M,1
1226,@Rosario26272013,M,1
1227,@martamotta10,F,1
1228,@mario_diba,M,1
1229,@RobertoInnoce17,M,1
1230,@mariacaroleo,F,1
1231,@ValerioLatini,M,1
1232,@Alessan03452738,M,1
1233,@rnorega,M,1
1234,@CItalia85,M,1
1235,@megreliano1,F,1
1236,@luca_moraglia,M,1
1237,@AlessandraGhil3,F,1
1238,@elisa79rossi,M,1
1239,@DarioPocetti,M,1
1240,@domenicofino1,M,1
1241,@MancariPippo,M,1
1242,@GerardoGarg,M,1
1243,@MementoFabiano,M,1
1244,@GuglielmoFacco,M,1
1245,@dezi_ale,M,1
1246,@Mario10496024,M,1
1247,@Fabrizi88635872,M,1
1248,@lucia_capellaro,F,1
1249,@Frances02172542,F,1
1250,@Frencesco10,M,1
1251,@PaoloPolimeno11,M,1
1252,@furiopatri,M,1
1253,@gaia32140307,F,1
1254,@AntonioLuca3,M,1
1255,@DenisBeppyno,M,1
1256,@iasco79,M,1
1257,@dagno74,M,1
1258,@Nicola86492086,M,1
1259,@fabioaltavilla1,M,1
1260,@isi_restivo,M,1
1261,@ZulliMatteo,M,1
1262,@AlSamengo,M,1
1263,@2mbarbara66,F,1
1264,@Lucrezi06860184,F,1
1265,@AlbertoVincenz3,M,1
1266,@2_scaglia,M,1
1267,@MarcoBracony,M,1
1268,@samaris62_salvo,M,1
1269,@seeyoulater1165,M,1
1270,@Angy18508694,F,1
1271,@Lylia89892771,F,1
1272,@26304f7d95f84d8,M,1
1273,@DjCalletti1,M,1
1274,@JZaghet,F,1
1275,@lorenzobianchi9,M,1
1276,@dgiumanini,M,1
1277,@GranelliTiziana,F,1
1278,@Giu_Lauricella,M,1
1279,@ErikaCarozzo,F,1
1280,@FurgiuelePaolo,M,1
1281,@Emanuel96642522,M,1
1282,@ale111169,M,1
1283,@cristia14505589,M,1
1284,@smrossi61_rossi,F,1
1285,@StefanoBozza6,M,1
1286,@HarlanDraka,M,1
1287,@Antonin92413762,M,1
1288,@luciaalu1970,F,1
1289,@maddog75,M,1
1290,@pistoleropio,M,1
1291,@ValeriaDalLago,F,1
1292,@LuigiPetraroli,M,1
1293,@LucianoTiramani,M,1
1294,@SilviaGaiaMM,F,1
1295,@bardofula,F,1
1296,@NinoPalmisano3,M,1
1297,@PiergiZek,M,1
1298,@mrprof63,M,1
1299,@Stefano83007060,M,1
1300,@evilgenius58,M,1
1301,@depalmag1949,M,1
1302,@mariapi74057427,F,1
1303,@M_Liverani,M,1
1304,@DaniloGinestra,M,1
1305,@johnnypizzulli,M,1
1306,@Leonard86353088,M,1
1307,@Alessan20341293,M,1
1308,@MSembianti,F,1
1309,@rosario_contini,M,1
1310,@MirtilloKyani,M,1
1311,@PEINTRE56,M,1
1312,@MicheleCenedese,M,1
1313,@GabrieleScimone,M,1
1314,@ivonecarr66,M,1
1315,@SamueleUttini,M,1
1316,@DavideMonti_72,M,1
1317,@VendraminA,M,1
1318,@stefanozauli,M,1
1319,@lucianoit,M,1
1320,@CarloCofrances1,M,1
1321,@Gius54559171,M,1
1322,@corrado74440496,M,1
1323,@AttilioGigli,M,1
1324,@88Nzi,M,1
1325,@MariaGr58193037,F,1
1326,@Bellavita62,M,1
1327,@aniaRosaspina,F,1
1328,@Nicolgentilcor4,M,1
1329,@federomantica,F,1
1330,@PierozziDaniela,F,1
1331,@TjGianfranco,M,1
1332,@Andrea__AD,M,1
1333,@Maria32595924,F,1
1334,@ValerioOreste,M,1
1335,@thetopover60,M,1
1336,@Deborah95757878,F,1
1337,@KriptonDi,M,1
1338,@gdegradi,M,1
1339,@roccosmile81,M,1
1340,@amive,F,1
1341,@mariani1956lia2,F,1
1342,@FabriFormicola,M,1
1343,@Luigi_Godi,M,1
1344,@ananiasas,M,1
1345,@ElisaBertarelli,F,1
1346,@cri19631,F,1
1347,@AndySantopietro,M,1
1348,@ROBERTOCERVA,M,1
1349,@marino_coni,M,1
1350,@curatolo_simona,F,1
1351,@elba_uribe,F,1
1352,@AntonioComigna1,M,1
1353,@AlessandraCecc,F,1
1354,@luciolibonati,M,1
1355,@sguglielm0,M,1
1356,@MarcoGrandolini,M,1
1357,@Monica83574402,F,1
1358,@Avvocata2,F,1
1359,@SRainbowtie,M,1
1360,@AntonioTolomeo5,M,1
1361,@AndreaMarini_99,M,1
1362,@GiovanniBrino,M,1
1363,@Giangaetano9,M,1
1364,@monica_goracci,F,1
1365,@ag_boretti,M,1
1366,@Massimi33485395,M,1
1367,@giovanni_chiuri,M,1
1368,@M_decimoMeridio,M,1
1369,@PPetroni2,M,1
1370,@EleonoraBrill,F,1
1371,@cmcesare,M,1
1372,@Damians91,M,1
1373,@BADU____,M,1
1374,@actarus4175,M,1
1375,@viaggiatore01,M,1
1376,@cabba33,M,1
1377,@TucciOreste,M,1
1378,@Roberta29517253,F,1
1379,@fotovoltaico_Sr,M,1
1380,@cocchiscarano,M,1
1381,@angelagrassini,F,1
1382,@gianfrancomusi2,M,1
1383,@Mohamme45721944,M,1
1384,@WTurchetto,M,1
1385,@IMssadag,M,1
1386,@Cirosavastano7,M,1
1387,@Paolo83744207,M,1
1388,@maurizio_lm,M,1
1389,@Marco6653648928,M,1
1390,@HagiarLiberati,M,1
1391,@antcrisalli24,M,1
1392,@GaetanoTolomeo5,M,1
1393,@FantiPAOLA,F,1
1394,@andreateo88,M,1
1395,@vitosperoni,M,1
1396,@Claudia96975061,F,1
1397,@RafaelMontesan2,M,1
1398,@GiovanniMarras4,M,1
1399,@umbertodt,M,1
1400,@LucaLoIacono,M,1
1401,@cicciomellace,M,1
1402,@ale81421615,F,1
1403,@Ruskin13311923,M,1
1404,@ConzDenis,M,1
1405,@latottolina,F,1
1406,@Alessan91097968,M,1
1407,@Alemar187,M,1
1408,@Rita71492560,F,1
1409,@xavier_molinari,M,1
1410,@Enrico38765563,M,1
1411,@IVALDO1962,M,1
1412,@r_tad,M,1
1413,@Mario_Shark,M,1
1414,@GiuseppeBiond14,M,1
1415,@robertocamarra,M,1
1416,@BettyGaspari,F,1
1417,@pdaniele6717,M,1
1418,@Trap_Strunz,M,1
1419,@sabinods,M,1
1420,@verdeoroitalia,U,1
1421,@ConoscitoreGio,M,1
1422,@vincenzo_liotta,M,1
1423,@BenitoMelis1,M,1
1424,@Cippy8315,M,1
1425,@francopistis,M,1
1426,@Giacarlo10,M,1
1427,@DQuadroni,M,1
1428,@OtySeven,M,1
1429,@Claudia86061813,F,1
1430,@hermannb29,M,1
1431,@ApprendiR,M,1
1432,@Giacomi89809922,M,1
1433,@Mauro06530572,M,1
1434,@Casa124599025,U,1
1435,@phra_32,M,1
1436,@Salva50132007,M,1
1437,@Ilragionier88,M,1
1438,@zappone_roberto,M,1
1439,@paolodionisi6,M,1
1440,@AlbertoPapa12,M,1
1441,@Natasci61307098,M,1
1442,@l_conf,M,1
1443,@Pierlui19329913,M,1
1444,@SebastianoLanz4,M,1
1445,@CinelliLive,F,1
1446,@RoccoAbramo,M,1
1447,@guglielmomonte5,M,1
1448,@farsa_e,M,1
1449,@InProprieta,U,1
1450,@LINOPINGARO,M,1
1451,@Barone14532794,M,1
1452,@CarloTuroli,M,1
1453,@DISABILITYDIVI1,U,1
1454,@Carmine13051963,M,1
1455,@GianniMagini,M,1
1456,@CettyMoscatt,F,1
1457,@bina_vale,F,1
1458,@mikysantoro,M,1
1459,@brunelli76,M,1
1460,@Napoletano1078,M,1
1461,@Cesarin27998217,F,1
1462,@Roby43311022,M,1
1463,@sandra53273518,F,1
1464,@CatenaGiovanni,M,1
1465,@AlessandroPerl6,M,1
1466,@nicoferlav,M,1
1467,@umbertofranzoni,M,1
1468,@elenaperoni,F,1
1469,@AlmaGaudiomonte,F,1
1470,@3netta1,F,1
1471,@GCicchitti,M,1
1472,@vellinijp68,M,1
1473,@stefysavbs,F,1
1474,@metal71a,M,1
1475,@CeddiaMaurizio,M,1
1476,@paoino,M,1
1477,@Marco11855196,M,1
1478,@Pio99481609,M,1
1479,@angelo542510,M,1
1480,@giorgione99,M,1
1481,@dariocapurso,M,1
1482,@ANTONIO92688673,M,1
1483,@Ascione1989,M,1
1484,@chiamami_tilde,F,1
1485,@Sonia95853454,F,1
1486,@AlessandroAnge9,M,1
1487,@itemitur,M,1
1488,@BaisMoreno,M,1
1489,@Silvana53921480,F,1
1490,@Marco60454658,M,1
1491,@paolo_viri,M,1
1492,@federicosalucc1,M,1
1493,@ACapasso67,M,1
1494,@piscopia_la,M,1
1495,@TarantoBiagio,M,1
1496,@annaecce,F,1
1497,@Guero1977,M,1
1498,@cla_rullo,F,1
1499,@menellamarullo,F,1
1500,@albamonte_lisa,F,1
1501,@FalconaraLega,U,1
1502,@marco_renosto,M,1
1503,@VincenzoTr75,M,1
1504,@CelorLoredana,F,1
1505,@daben1973,M,1
1506,@diclemente61,M,1
1507,@giuru17,M,1
1508,@orchideatribale,F,1
1509,@simonaottogalli,F,1
1510,@Giovann33744234,M,1
1511,@patripatty5,F,1
1512,@Maramon17,M,1
1513,@Roby12022584,M,1
1514,@simonifabio,M,1
1515,@CaterinaBerri,F,1
1516,@Anna83472515,F,1
1517,@MicheleTomasi11,M,1
1518,@eleamoda,F,1
1519,@Luicot11,M,1
1520,@morenomonti1939,M,1
1521,@simorocc,M,1
1522,@DaniloPrestia,M,1
1523,@giuse190001,M,1
1524,@superinkas,M,1
1525,@stefani70410177,F,1
1526,@nmbreno1,M,1
1527,@ciodafaa,M,1
1528,@gixy7,M,1
1529,@umbydux,M,1
1530,@Titta_Modica,M,1
1531,@achiele95,F,1
1532,@DonatelloFaggi,M,1
1533,@puccinelliraffa,F,1
1534,@Lanza__Matteo,M,1
1535,@gnagnolohc,M,1
1536,@CBarometro,M,1
1537,@Simona94528788,F,1
1538,@86_niko,M,1
1539,@Vincenz58148227,M,1
1540,@stefano_romiti,M,1
1541,@Deborah14956882,M,1
1542,@rubendario1964,M,1
1543,@robbie65037871,M,1
1544,@Mariella473,M,1
1545,@DavideSierchio,M,1
1546,@Carla98409234,F,1
1547,@MarcoPessina4,M,1
1548,@MarzioBergamo,M,1
1549,@PerfidaPatty,F,1
1550,@dino_farnesi,M,1
1551,@RenzoBorgon6,M,1
1552,@alessiacuffia,F,1
1553,@beppezini,M,1
1554,@AnnaMar83369738,F,1
1555,@Michelecarbo,M,1
1556,@polipo51,M,1
1557,@Giacomino731,M,1
1558,@lucascattolini,M,1
1559,@raffaeleSOTU96,M,1
1560,@VeronicaCocco2,F,1
1561,@63Pavan,F,1
1562,@EnzoDiGloria19,M,1
1563,@FontanaFr,M,1
1564,@motomimmo70,M,1
1565,@Francescomarica,M,1
1566,@pa1pa2,M,1
1567,@a64be1ad6c7b4b9,M,1
1568,@contemao76,M,1
1569,@ferodner,M,1
1570,@1977Luciani,M,1
1571,@AndreottiChris,M,1
1572,@Daniele10071226,M,1
1573,@AngeloTomei,M,1
1574,@supernovasimona,F,1
1575,@CanalesEmilie,F,1
1576,@BalsamoGiovanni,M,1
1577,@nasti_vittorio,M,1
1578,@MenabueLuca,M,1
1579,@AlexFerrari8336,M,1
1580,@donatomarinosc2,M,1
1581,@PaoloFasanaro,M,1
1582,@tellix66,F,1
1583,@VignozziSonia,F,1
1584,@Habanero971,M,1
1585,@fminisola,M,1
1586,@mimmo94115804,M,1
1587,@GiudittaDeBene1,F,1
1588,@franco27041963,M,1
1589,@RGarinella,M,1
1590,@CPalindromo,M,1
1591,@405e61106d1d474,M,1
1592,@AdrianBeqiri3,M,1
1593,@diogene318,M,1
1594,@Lorenzo62596097,M,1
1595,@alessandro_rao,M,1
1596,@frances95945863,F,1
1597,@cdigiammarco,M,1
1598,@Lucius3247,M,1
1599,@DanieleCampi2,M,1
1600,@Genny26477888,M,1
1601,@Piero__88,M,1
1602,@DocenteGiusi,M,1
1603,@violatitty,F,1
1604,@Genny26477888,M,1
1605,@Paola14761792,F,1
1606,@Claudio04779143,M,1
1607,@vivianA01197021,F,1
1608,@lampedusano1,M,1
1609,@BiancaGuberti,F,1
1610,@CuddyEsmeralda,F,1
1611,@Mavrisio69,M,1
1612,@LidiaDuca,F,1
1613,@pilo_milo,M,1
1614,@Roberta09212891,F,1
1615,@peppediana2409,M,1
1616,@FulviaFrongia,F,1
1617,@danieleditorino,M,1
1618,@Lorenzo47103171,M,1
1619,@silvyg33,F,1
1620,@Claudio16755489,M,1
1621,@Viviana01256703,F,1
1622,@Mauro31567315,M,1
1623,@Lazzarotti_1,M,1
1624,@EnricoCaramelli,M,1
1625,@Massimo35284233,M,1
1626,@BarbaraTomasel3,F,1
1627,@GiuseppeBertel2,M,1
1628,@ValerioPetretto,M,1
1629,@FFlyer77,M,1
1630,@elisa_eboli,F,1
1631,@Stefani89725024,F,1
1632,@7Volee,F,1
1633,@Renato46383687,M,1
1634,@doctormaw,M,1
1635,@ffrancesko,M,1
1636,@Luigi_Ferrante_,M,1
1637,@giginets,M,1
1638,@nicola4841,M,1
1639,@ArcoriaAntonio,M,1
1640,@Maria19847032,F,1
1641,@sergiogarofal10,M,1
1642,@scialfa_luigi,M,1
1643,@RodolfoBabuscio,M,1
1644,@GiDiBartolo,M,1
1645,@Charbelfarah777,M,1
1646,@Flavio12777279,M,1
1647,@seraticus1,M,1
1648,@GionPinerolo,M,1
1649,@Frances35386571,M,1
1650,@RVenieri,M,1
1651,@barbapastellata,F,1
1652,@GiusCASTelliniC,M,1
1653,@it9cng,M,1
1654,@CianfariniMaria,F,1
1655,@Ugo43012702,M,1
1656,@fabiomasotta,M,1
1657,@azzurracancella,F,1
1658,@Vincenz37285863,M,1
1659,@raffaellamucci1,F,1
1660,@GabbianelliLuig,M,1
1661,@carlobonini,M,1
1662,@gennasco,M,1
1663,@lipari_gino,M,1
1664,@Valescolari84,F,1
1665,@Claudiabellicc1,F,1
1666,@tommasomaria,M,1
1667,@TrenTDafarix,F,1
1668,@Alidanardini1,F,1
1669,@dany91rocchi,M,1
1670,@lacivettagufa,M,1
1671,@SIspanico,M,1
1672,@AndreaC09578099,M,1
1673,@albertonanut1,M,1
1674,@Vinc_Falabella,M,1
1675,@StefanoBisogni,M,1
1676,@Robvag,M,1
1677,@AngeloTeani,M,1
1678,@andream37006950,M,1
1679,@Marco31028751,M,1
1680,@giusepp92017894,M,1
1681,@noemidandrea5,F,1
1682,@axl76,M,1
1683,@soniabavoni,F,1
1684,@tamara_pini,F,1
1685,@Gianni130273,M,1
1686,@stefanoita62,M,1
1687,@Mchfrinco,U,1
1688,@fr84vitale,M,1
1689,@albertomorda,M,1
1690,@micelilivia_8,F,1
1691,@olimpia92195804,F,1
1692,@donatellacister,F,1
1693,@michele_genna94,F,1
1694,@fabrivincenzo,M,1
1695,@daniele86629669,M,1
1696,@aladinapoli,F,1
1697,@AngeloGrandi,M,1
1698,@MucelliSandro,M,1
1699,@OnRobertoRosso,M,1
1700,@Rosario86383813,M,1
1701,@AlpinoGabriele,M,1
1702,@Kimera003,F,1
1703,@adrianopulit,M,1
1704,@GiuliaBerillo,F,1
1705,@Veleno87148408,F,1
1706,@grazialippolis,F,1
1707,@simonebeltrami,M,1
1708,@toniocaradonna,M,1
1709,@antoniop_88,M,1
1710,@angelagiordy,F,1
1711,@RosaGuida4,F,1
1712,@xreynoldsisbae,M,1
1713,@raffyci,F,1
1714,@Sabrystella5,F,1
1715,@Salvato07121946,M,1
1716,@ilCampestrini,M,1
1717,@JhonHDSmith,M,1
1718,@Giovann65405348,M,1
1719,@frasigno66,M,1
1720,@leleilenia,M,1
1721,@germano1982,M,1
1722,@Gilda92385469,F,1
1723,@massi_vero,F,1
1724,@tonival46,M,1
1725,@Franco30554674,M,1
1726,@Chiaracapomoco,F,1
1727,@pieroecetty,M,1
1728,@puntocasa2,M,1
1729,@JohnSoft62,M,1
1730,@1Zolesi,M,1
1731,@d6cac331a8b640e,F,1
1732,@Aldo09481786,M,1
1733,@patriziatraver8,F,1
1734,@Antonio19647358,M,1
1735,@maxxo55,M,1
1736,@Andrea84410820,M,1
1737,@Mariaco39828200,F,1
1738,@FrancescoI15,M,1
1739,@Paola_zrz,F,1
1740,@QGiaretta,M,1
1741,@stefano101273,M,1
1742,@AngeloLibrale,M,1
1743,@texuiller,M,1
1744,@nibbio76,M,1
1745,@graziellapuzel1,F,1
1746,@FabrizioTonon1,M,1
1747,@AnneliseRoska,F,1
1748,@alfrsalamone,M,1
1749,@MorrisdjRoma,M,1
1750,@63_ruspa,M,1
1751,@Nero22284678,M,1
1752,@Massimo35812121,M,1
1753,@kyolegendd,M,1
1754,@alekas7,F,1
1755,@Stefano02883521,M,1
1756,@GiorgioSpallone,M,1
1757,@ValliMauro,M,1
1758,@RonAldo71949762,M,1
1759,@pola1959,F,1
1760,@salvodivi,M,1
1761,@rosati_sandro,M,1
1762,@dimauto79,M,1
1763,@FioriLuisiano,M,1
1764,@ColimoroAntonio,M,1
1765,@matteosalvini,F,1
1766,@robertofalanga3,M,1
1767,@iq_196,M,1
1768,@APunginelli,M,1
1769,@elena_lazzarini,F,1
1770,@francescorey491,M,1
1771,@alessiotuccini,M,1
1772,@samuele73759230,M,1
1773,@annamontana14,F,1
1774,@VicCecchinato,M,1
1775,@dvdSolinas,M,1
1776,@GiuseppinaDiS14,F,1
1777,@FrRagozzino,F,1
1778,@C1CC10B3LL0,M,1
1779,@Misirloue1592,M,1
1780,@Giuli38568201,M,1
1781,@folgorix67,M,1
1782,@alessiopagnott,M,1
1783,@fiubby,M,1
1784,@luigi_macchia,M,1
1785,@viola1864,F,1
1786,@xmoph83,M,1
1787,@MarcoMarkone064,M,1
1788,@vincenz67303975,M,1
1789,@ITALOPTIMUM,M,1
1790,@ss100866,F,1
1791,@Ondanomala3,F,1
1792,@SSestesso,M,1
1793,@AndreaCarbone77,M,1
1794,@padano1000,M,1
1795,@gabriellaverard,F,1
1796,@DadulaVecchio,M,1
1797,@soternicol,M,1
1798,@Poalo76882919,M,1
1799,@robert33139996,M,1
1800,@Brown1970Burr,M,1
1801,@nicolaCEFALI,M,1
1802,@LARROTINO3,M,1
1803,@acconsento,F,1
